order_number,created_at,created_day,weekday,hour_of_day,month,user_id,user_segment,user_orders_90d,user_spent_90d,user_avg_order_value_90d,user_days_since_last_order,item_count,total_quantity,subtotal,tax,shipping_fee,discount_amount,total_amount,avg_item_price,payment_method,payment_status,has_voucher,voucher_code,qty_low_cal,qty_balanced,qty_high_protein,qty_vegetarian,current_status,age_hours,label_cancelled,label_delay_risk,label_payment_unpaid
ORD-202511-007,2025-11-17T01:25:18.000Z,2025-11-17,1,8,11,69b2b28e2030f4fa2d6fe830,new,3,848788,282929,-113,1,1,179900,14392,25000,0,219292,179900,momo,paid,0,,1,0,0,0,completed,2888.55,0,0,0
ORD-202511-008,2025-11-29T03:53:22.000Z,2025-11-29,6,10,11,69b2b2992030f4fa2d6fe973,new,7,4237470,605353,-109,3,4,764600,61168,0,0,825768,254867,bank_transfer,paid,0,,0,4,0,0,completed,2598.09,0,0,0
ORD-202511-009,2025-11-16T15:45:45.000Z,2025-11-16,0,22,11,69b2b2992030f4fa2d6fe964,new,5,1959828,391966,-121,2,3,539700,43176,0,0,582876,269850,card,paid,0,,1,2,0,0,completed,2898.21,0,0,0
ORD-202511-010,2025-11-27T12:33:03.000Z,2025-11-27,4,19,11,69b2b2a02030f4fa2d6fea1d,new,4,1825250,456313,-111,3,4,809600,64768,0,80960,793408,269867,card,paid,1,FLASH25,0,3,1,0,completed,2637.43,0,0,0
ORD-202511-011,2025-11-06T10:34:40.000Z,2025-11-06,4,17,11,69b2b2992030f4fa2d6fe95b,new,7,3318489,474070,-128,1,2,419800,33584,0,0,453384,419800,card,paid,0,,0,2,0,0,completed,3143.4,0,0,0
ORD-202511-012,2025-11-24T14:20:03.000Z,2025-11-24,1,21,11,69b2b2992030f4fa2d6fe95b,new,7,3318489,474070,-110,3,4,809600,64768,0,0,874368,269867,cash,paid,0,,2,0,2,0,completed,2707.64,0,0,0
ORD-202511-013,2025-11-10T13:12:14.000Z,2025-11-10,1,20,11,69b2b29f2030f4fa2d6fea17,new,6,2187052,364509,-127,1,2,359800,28784,0,0,388584,359800,cash,paid,0,,0,2,0,0,completed,3044.77,0,0,0
ORD-202511-014,2025-11-25T09:57:46.000Z,2025-11-25,2,16,11,69b2b29b2030f4fa2d6fe996,new,7,3669866,524267,-110,1,2,339800,27184,0,0,366984,339800,cash,paid,0,,2,0,0,0,completed,2688.01,0,0,0
ORD-202511-015,2025-11-28T04:39:18.000Z,2025-11-28,5,11,11,69b2b28f2030f4fa2d6fe84e,new,4,2707104,676776,-99,2,2,369800,29584,0,36980,362404,184900,bank_transfer,paid,1,FLASH25,0,2,0,0,completed,2621.32,0,0,0
ORD-202511-016,2025-11-22T13:30:14.000Z,2025-11-22,6,20,11,69b2b29b2030f4fa2d6fe999,new,2,895778,447889,-111,1,1,219900,17592,25000,0,262492,219900,cash,paid,0,,0,1,0,0,completed,2756.47,0,0,0
ORD-202511-017,2025-11-18T13:39:47.000Z,2025-11-18,2,20,11,69b2b2992030f4fa2d6fe95b,new,7,3318489,474070,-116,2,4,839600,67168,0,0,906768,419800,momo,paid,0,,2,0,2,0,completed,2852.31,0,0,0
ORD-202511-018,2025-11-09T14:07:34.000Z,2025-11-09,0,21,11,69b2b2932030f4fa2d6fe8c0,new,7,4228782,604112,-128,2,4,759600,60768,0,0,820368,379800,cash,paid,0,,2,2,0,0,completed,3067.85,0,0,0
ORD-202511-019,2025-11-19T08:01:24.000Z,2025-11-19,3,15,11,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-119,2,3,579700,46376,0,0,626076,289850,bank_transfer,paid,0,,1,2,0,0,completed,2833.95,0,0,0
ORD-202511-020,2025-11-05T08:20:14.000Z,2025-11-05,3,15,11,69b2b2952030f4fa2d6fe8ec,new,9,3667282,407476,-125,2,3,649700,51976,0,0,701676,324850,cash,paid,0,,0,1,2,0,completed,3169.64,0,0,0
ORD-202511-021,2025-11-24T06:13:16.000Z,2025-11-24,1,13,11,69b266052929890d1d18ecb1,vip,89,58530787,657649,-114,3,6,1199400,95952,0,0,1295352,399800,momo,paid,0,,0,2,2,2,completed,2715.75,0,0,0
ORD-202511-022,2025-11-09T07:36:11.000Z,2025-11-09,0,14,11,69b2b29b2030f4fa2d6fe991,new,4,2484996,621249,-128,3,5,819500,65560,0,0,885060,273167,card,paid,0,,3,0,0,2,completed,3074.37,0,0,0
ORD-202511-023,2025-11-29T14:45:00.000Z,2025-11-29,6,21,11,69b2b2932030f4fa2d6fe8cc,new,7,3337332,476762,-108,3,5,909500,72760,0,0,982260,303167,cash,paid,0,,1,0,2,2,completed,2587.23,0,0,0
ORD-202511-024,2025-11-29T04:42:38.000Z,2025-11-29,6,11,11,69b2b2a02030f4fa2d6fea26,new,2,432384,216192,-103,3,4,779600,62368,0,0,841968,259867,momo,paid,0,,3,0,1,0,completed,2597.27,0,0,0
ORD-202511-025,2025-11-03T12:58:06.000Z,2025-11-03,1,19,11,69b2b29a2030f4fa2d6fe97c,new,4,2702488,675622,-144,1,1,199900,15992,25000,0,240892,199900,cash,paid,0,,0,1,0,0,completed,3213.01,0,0,0
ORD-202511-026,2025-11-27T15:56:45.000Z,2025-11-27,4,22,11,69b2b29f2030f4fa2d6fea0b,new,2,499194,249597,-104,3,4,709600,56768,0,0,766368,236533,momo,paid,0,,3,0,1,0,completed,2634.03,0,0,0
ORD-202511-027,2025-11-27T11:49:09.000Z,2025-11-27,4,18,11,69b2b29d2030f4fa2d6fe9d8,new,6,3979470,663245,-113,2,3,549700,43976,0,0,593676,274850,card,paid,0,,0,3,0,0,completed,2638.16,0,0,0
ORD-202511-028,2025-11-02T07:11:04.000Z,2025-11-02,0,14,11,69b2b29e2030f4fa2d6fe9e4,new,6,4878700,813117,-130,3,5,869500,69560,0,0,939060,289833,card,paid,0,,2,3,0,0,completed,3242.79,0,0,0
ORD-202511-029,2025-11-11T12:43:49.000Z,2025-11-11,2,19,11,69b2b29a2030f4fa2d6fe985,new,5,2079730,415946,-123,2,2,449800,35984,0,0,485784,224900,cash,paid,0,,0,1,1,0,completed,3021.25,0,0,0
ORD-202511-030,2025-11-11T01:19:49.000Z,2025-11-11,2,8,11,69b2b29d2030f4fa2d6fe9e1,new,2,1378736,689368,-124,1,2,399800,31984,0,0,431784,399800,cash,paid,0,,0,2,0,0,completed,3032.65,0,0,0
ORD-202511-031,2025-11-28T12:20:29.000Z,2025-11-28,5,19,11,69b2b2972030f4fa2d6fe928,new,10,6339516,633952,-110,2,3,399700,31976,0,39970,391706,199850,cash,paid,1,WELCOME10,0,0,0,3,completed,2613.63,0,0,0
ORD-202511-032,2025-11-17T07:28:08.000Z,2025-11-17,1,14,11,69b2b29c2030f4fa2d6fe9c3,new,7,2357120,336731,-113,1,1,199900,15992,25000,0,240892,199900,cash,paid,0,,0,1,0,0,completed,2882.51,0,0,0
ORD-202511-033,2025-11-09T02:11:16.000Z,2025-11-09,0,9,11,69b266062929890d1d18ecc3,regular,29,18345316,632597,-138,3,4,629600,50368,0,0,679968,209867,momo,paid,0,,2,1,0,1,completed,3079.79,0,0,0
ORD-202512-001,2025-12-30T10:48:41.000Z,2025-12-30,2,17,12,69b2b28e2030f4fa2d6fe842,regular,20,10666520,533326,-78,1,1,179900,14392,25000,0,219292,179900,momo,paid,0,,0,1,0,0,completed,1847.16,0,0,0
ORD-202512-002,2025-12-22T11:24:11.000Z,2025-12-22,1,18,12,69b2b2922030f4fa2d6fe8a8,regular,8,6932056,866507,-86,3,5,1019500,81560,0,0,1101060,339833,card,paid,0,,1,2,2,0,completed,2038.57,0,0,0
ORD-202512-003,2025-12-18T12:22:25.000Z,2025-12-18,4,19,12,69b2b29d2030f4fa2d6fe9cc,new,6,4747224,791204,-89,3,3,534700,42776,0,0,577476,178233,cash,paid,0,,1,0,1,1,completed,2133.6,0,0,0
ORD-202512-004,2025-12-14T08:02:07.000Z,2025-12-14,0,15,12,69b2b28e2030f4fa2d6fe82a,new,2,666696,333348,-77,1,1,229900,18392,25000,0,273292,229900,card,paid,0,,0,0,1,0,completed,2233.94,0,0,0
ORD-202512-005,2025-12-08T05:06:37.000Z,2025-12-08,1,12,12,69b2b2912030f4fa2d6fe887,new,5,2609236,521847,-91,2,3,539700,43176,0,53970,528906,269850,momo,paid,1,FREESHIP,0,3,0,0,completed,2380.87,0,0,0
ORD-202512-006,2025-12-29T06:03:12.000Z,2025-12-29,1,13,12,69b2b2962030f4fa2d6fe91c,regular,7,4051656,578808,-79,2,3,589700,47176,0,0,636876,294850,bank_transfer,paid,0,,0,2,0,1,completed,1875.92,0,0,0
ORD-202512-007,2025-12-24T02:40:08.000Z,2025-12-24,3,9,12,69aa99b0473b0839af00a703,vip,191,113735525,595474,-84,3,5,1019500,81560,0,0,1101060,339833,cash,paid,0,,0,1,2,2,completed,1999.31,0,0,0
ORD-202512-008,2025-12-02T01:32:36.000Z,2025-12-02,2,8,12,69b2b29d2030f4fa2d6fe9cf,new,5,2590504,518101,-105,1,1,174900,13992,25000,0,213892,174900,card,paid,0,,0,1,0,0,completed,2528.43,0,0,0
ORD-202512-009,2025-12-17T12:54:05.000Z,2025-12-17,3,19,12,69b2b2972030f4fa2d6fe934,new,4,2119524,529881,-88,2,3,529700,42376,0,0,572076,264850,momo,paid,0,,2,0,1,0,completed,2157.07,0,0,0
ORD-202512-010,2025-12-05T06:08:14.000Z,2025-12-05,5,13,12,69b2b2922030f4fa2d6fe8ab,new,9,5024472,558275,-111,3,4,814600,65168,0,0,879768,271533,card,paid,0,,1,1,2,0,completed,2451.84,0,0,0
ORD-202512-011,2025-12-27T13:23:22.000Z,2025-12-27,6,20,12,69b2b2912030f4fa2d6fe893,regular,14,7279920,519994,-87,3,6,1219400,97552,0,121940,1195012,406467,momo,paid,1,WELCOME10,0,2,2,2,completed,1916.59,0,0,0
ORD-202512-012,2025-12-12T02:25:25.000Z,2025-12-12,5,9,12,69b2b28d2030f4fa2d6fe81e,new,4,1532746,383187,-80,2,3,489700,39176,0,0,528876,244850,bank_transfer,paid,0,,0,1,0,2,completed,2287.55,0,0,0
ORD-202512-013,2025-12-20T02:34:23.000Z,2025-12-20,6,9,12,69b2b2982030f4fa2d6fe93d,new,4,2722396,680599,-58,3,4,764600,61168,0,0,825768,254867,cash,paid,0,,1,2,1,0,completed,2095.4,0,0,0
ORD-202512-014,2025-12-23T04:20:34.000Z,2025-12-23,2,11,12,69b2b2902030f4fa2d6fe860,at_risk,9,4297592,477510,-82,2,3,549700,43976,0,0,593676,274850,momo,paid,0,,0,0,1,2,completed,2021.63,0,0,0
ORD-202512-015,2025-12-10T10:29:44.000Z,2025-12-10,3,17,12,69b2b2942030f4fa2d6fe8da,vip,28,17244356,615870,-102,3,3,529700,42376,0,0,572076,176567,card,paid,0,,0,2,0,1,completed,2327.48,0,0,0
ORD-202512-016,2025-12-16T12:04:23.000Z,2025-12-16,2,19,12,69b2b2962030f4fa2d6fe91c,regular,7,4051656,578808,-92,3,5,1059500,84760,0,0,1144260,353167,momo,paid,0,,0,2,3,0,completed,2181.9,0,0,0
ORD-202512-017,2025-12-13T05:51:00.000Z,2025-12-13,6,12,12,69b2b29a2030f4fa2d6fe97f,new,7,3544240,506320,-83,1,1,149900,11992,25000,0,186892,149900,card,paid,0,,0,0,0,1,completed,2260.13,0,0,0
ORD-202512-018,2025-12-04T10:37:15.000Z,2025-12-04,4,17,12,69b2b2912030f4fa2d6fe88a,new,8,4385424,548178,-104,2,3,539700,43176,0,0,582876,269850,cash,paid,0,,2,0,1,0,completed,2471.36,0,0,0
ORD-202512-019,2025-12-05T05:04:49.000Z,2025-12-05,5,12,12,69b2b29a2030f4fa2d6fe985,new,5,2079730,415946,-100,2,3,769700,61576,0,76970,754306,384850,cash,paid,1,FLASH25,0,0,3,0,completed,2452.9,0,0,0
ORD-202512-020,2025-12-09T03:19:55.000Z,2025-12-09,2,10,12,69b2b2902030f4fa2d6fe860,at_risk,9,4297592,477510,-96,2,3,469700,37576,0,0,507276,234850,card,paid,0,,2,0,0,1,completed,2358.64,0,0,0
ORD-202512-021,2025-12-03T01:13:53.000Z,2025-12-03,3,8,12,69b2b2902030f4fa2d6fe875,new,4,2318120,579530,-101,1,2,479800,38384,0,0,518184,479800,momo,paid,0,,0,0,2,0,completed,2504.74,0,0,0
ORD-202512-022,2025-12-11T03:00:22.000Z,2025-12-11,4,10,12,69b2b29a2030f4fa2d6fe982,new,8,5037808,629726,-96,1,1,189900,15192,25000,0,230092,189900,card,paid,0,,0,1,0,0,completed,2310.97,0,0,0
ORD-202512-023,2025-12-07T04:30:53.000Z,2025-12-07,0,11,12,69b2b29f2030f4fa2d6fea11,new,4,2752288,688072,-89,2,4,699600,55968,0,0,755568,349800,momo,paid,0,,2,2,0,0,completed,2405.46,0,0,0
ORD-202512-024,2025-12-13T08:17:56.000Z,2025-12-13,6,15,12,69b2b2962030f4fa2d6fe91f,new,6,2908380,484730,-94,2,4,759600,60768,0,75960,744408,379800,momo,paid,1,PROTEIN10,0,4,0,0,completed,2257.68,0,0,0
ORD-202512-025,2025-12-21T14:05:38.000Z,2025-12-21,0,21,12,69b2b2952030f4fa2d6fe904,new,6,2717025,452838,-86,2,3,459700,36776,0,0,496476,229850,momo,paid,0,,3,0,0,0,completed,2059.88,0,0,0
ORD-202512-026,2025-12-02T05:57:08.000Z,2025-12-02,2,12,12,69b2b2942030f4fa2d6fe8e0,new,7,3619102,517015,-105,2,2,409800,32784,0,0,442584,204900,bank_transfer,paid,0,,0,1,1,0,completed,2524.02,0,0,0
ORD-202512-027,2025-12-03T06:10:22.000Z,2025-12-03,3,13,12,69b2b29e2030f4fa2d6fe9e7,regular,14,7386912,527637,-105,2,3,579700,46376,0,0,626076,289850,cash,paid,0,,1,2,0,0,completed,2499.8,0,0,0
ORD-202512-028,2025-12-13T13:09:06.000Z,2025-12-13,6,20,12,69b2b28f2030f4fa2d6fe857,new,8,5513100,689138,-93,3,6,1119400,89552,0,0,1208952,373133,card,paid,0,,0,4,0,2,completed,2252.82,0,0,0
ORD-202512-029,2025-12-04T02:31:54.000Z,2025-12-04,4,9,12,69b2b2912030f4fa2d6fe890,new,6,3069220,511537,-102,3,5,1059500,84760,0,0,1144260,353167,cash,paid,0,,2,1,2,0,completed,2479.44,0,0,0
ORD-202512-030,2025-12-06T05:03:29.000Z,2025-12-06,6,12,12,69b2b29a2030f4fa2d6fe98b,new,8,4912916,614115,-101,2,3,554700,44376,0,0,599076,277350,cash,paid,0,,1,2,0,0,completed,2428.92,0,0,0
ORD-202512-031,2025-12-28T04:39:14.000Z,2025-12-28,0,11,12,69b2b2912030f4fa2d6fe87e,new,6,3142800,523800,-78,2,4,839600,67168,0,0,906768,419800,card,paid,0,,2,0,2,0,completed,1901.32,0,0,0
ORD-202512-032,2025-12-05T14:42:24.000Z,2025-12-05,5,21,12,69b2b29e2030f4fa2d6fe9f6,new,9,4411932,490215,-102,3,6,989400,79152,0,0,1068552,329800,momo,paid,0,,2,4,0,0,completed,2443.27,0,0,0
ORD-202512-033,2025-12-30T01:55:38.000Z,2025-12-30,2,8,12,69b2b2902030f4fa2d6fe875,new,4,2318120,579530,-74,2,3,639700,51176,0,0,690876,319850,card,paid,0,,0,2,1,0,completed,1856.05,0,0,0
ORD-202512-034,2025-12-27T02:16:52.000Z,2025-12-27,6,9,12,69b2b2a02030f4fa2d6fea32,regular,5,2687313,537463,-79,1,1,169900,13592,25000,0,208492,169900,card,paid,0,,1,0,0,0,completed,1927.69,0,0,0
ORD-202512-035,2025-12-31T12:08:41.000Z,2025-12-31,3,19,12,69b2b2962030f4fa2d6fe910,new,8,4656316,582040,-76,1,2,259800,20784,25000,0,305584,259800,bank_transfer,paid,0,,0,0,0,2,completed,1821.83,0,0,0
ORD-202512-036,2025-12-19T01:27:41.000Z,2025-12-19,5,8,12,69b2b28d2030f4fa2d6fe824,new,10,4592342,459234,-88,3,4,839600,67168,0,0,906768,279867,cash,paid,0,,0,2,2,0,completed,2120.51,0,0,0
ORD-202512-037,2025-12-12T10:30:23.000Z,2025-12-12,5,17,12,69b2b2922030f4fa2d6fe899,new,5,2317612,463522,-86,1,1,239900,19192,25000,23990,260102,239900,momo,paid,1,VEGGIE25,0,0,1,0,completed,2279.47,0,0,0
ORD-202512-038,2025-12-14T03:17:06.000Z,2025-12-14,0,10,12,69b2b2952030f4fa2d6fe8ef,new,2,1303644,651822,-66,1,1,179900,14392,25000,0,219292,179900,momo,paid,0,,1,0,0,0,completed,2238.69,0,0,0
ORD-202512-039,2025-12-14T13:42:08.000Z,2025-12-14,0,20,12,69b2b29f2030f4fa2d6fea14,new,7,3952173,564596,-92,2,3,699700,55976,0,0,755676,349850,card,paid,0,,0,1,2,0,completed,2228.27,0,0,0
ORD-202512-040,2025-12-29T04:02:53.000Z,2025-12-29,1,11,12,69b266062929890d1d18ecba,regular,18,11013022,611835,-78,1,2,379800,30384,0,0,410184,379800,card,paid,0,,0,2,0,0,completed,1877.93,0,0,0
ORD-202512-041,2025-12-10T08:20:18.000Z,2025-12-10,3,15,12,69b2b29c2030f4fa2d6fe9b1,new,5,2360920,472184,-94,2,2,399800,31984,0,0,431784,199900,cash,paid,0,,1,0,1,0,completed,2329.64,0,0,0
ORD-202512-042,2025-12-03T05:03:52.000Z,2025-12-03,3,12,12,69b2b28e2030f4fa2d6fe836,new,2,1878120,939060,-87,2,4,779600,62368,0,0,841968,389800,card,paid,0,,0,4,0,0,completed,2500.91,0,0,0
ORD-202512-043,2025-12-06T06:03:21.000Z,2025-12-06,6,13,12,69b2b2912030f4fa2d6fe887,new,5,2609236,521847,-93,3,3,589700,47176,0,0,636876,196567,card,paid,0,,2,0,1,0,completed,2427.92,0,0,0
ORD-202512-044,2025-12-13T09:36:56.000Z,2025-12-13,6,16,12,69b2b2962030f4fa2d6fe910,new,8,4656316,582040,-95,1,1,164900,13192,25000,0,203092,164900,cash,paid,0,,1,0,0,0,completed,2256.36,0,0,0
ORD-202512-045,2025-12-21T06:20:19.000Z,2025-12-21,0,13,12,69b2b2902030f4fa2d6fe860,at_risk,9,4297592,477510,-84,2,3,599700,47976,0,0,647676,299850,momo,paid,0,,0,3,0,0,completed,2067.64,0,0,0
ORD-202601-001,2026-01-28T07:14:29.000Z,2026-01-28,3,14,1,69b2b2942030f4fa2d6fe8d4,new,7,3621922,517417,-48,2,4,959600,76768,0,95960,940408,479800,momo,paid,1,VEGGIE25,0,0,4,0,completed,1154.73,0,0,0
ORD-202601-002,2026-01-03T03:36:29.000Z,2026-01-03,6,10,1,69b2b2912030f4fa2d6fe887,new,5,2609236,521847,-65,2,3,579700,46376,0,0,626076,289850,cash,paid,0,,0,3,0,0,completed,1758.37,0,0,0
ORD-202601-003,2026-01-03T07:15:59.000Z,2026-01-03,6,14,1,69b2b2992030f4fa2d6fe96a,new,6,3499800,583300,-71,3,4,889600,71168,0,0,960768,296533,cash,paid,0,,0,2,2,0,completed,1754.71,0,0,0
ORD-202601-004,2026-01-17T03:17:28.000Z,2026-01-17,6,10,1,69b2b29f2030f4fa2d6fea08,new,6,3649076,608179,-55,3,4,779600,62368,0,0,841968,259867,momo,paid,0,,0,4,0,0,completed,1422.68,0,0,0
ORD-202601-005,2026-01-21T13:37:25.000Z,2026-01-21,3,20,1,69b2b29c2030f4fa2d6fe9b4,new,6,3105816,517636,-47,1,2,499800,39984,0,49980,489804,499800,bank_transfer,paid,1,PROTEIN10,0,0,2,0,completed,1316.35,0,0,0
ORD-202601-006,2026-01-26T04:40:27.000Z,2026-01-26,1,11,1,69b2b2982030f4fa2d6fe955,new,10,5125054,512505,-50,2,4,819600,65568,0,0,885168,409800,card,paid,0,,0,2,2,0,completed,1205.3,0,0,0
ORD-202601-007,2026-01-10T01:36:36.000Z,2026-01-10,6,8,1,69b2b2922030f4fa2d6fe8ae,at_risk,5,2456904,491381,-65,2,3,519700,41576,0,0,561276,259850,card,paid,0,,2,1,0,0,completed,1592.37,0,0,0
ORD-202601-008,2026-01-31T11:24:12.000Z,2026-01-31,6,18,1,69b2b2992030f4fa2d6fe967,regular,11,6187888,562535,-42,3,4,709600,56768,0,0,766368,236533,bank_transfer,paid,0,,2,2,0,0,completed,1078.57,0,0,0
ORD-202601-009,2026-01-04T02:03:18.000Z,2026-01-04,0,9,1,69b266062929890d1d18ecc3,regular,29,18345316,632597,-82,1,2,289800,23184,25000,0,337984,289800,bank_transfer,paid,0,,2,0,0,0,completed,1735.92,0,0,0
ORD-202601-010,2026-01-04T10:04:42.000Z,2026-01-04,0,17,1,69b2b2972030f4fa2d6fe928,new,10,6339516,633952,-73,2,4,629600,50368,0,0,679968,314800,cash,paid,0,,4,0,0,0,completed,1727.9,0,0,0
ORD-202601-011,2026-01-22T07:41:54.000Z,2026-01-22,4,14,1,69b2b28f2030f4fa2d6fe84b,at_risk,10,5586236,558624,-54,1,2,279800,22384,25000,27980,299204,279800,card,paid,1,PROTEIN10,0,0,0,2,completed,1298.28,0,0,0
ORD-202601-012,2026-01-07T09:39:16.000Z,2026-01-07,3,16,1,69b2b2952030f4fa2d6fe8f8,regular,9,4437552,493061,-69,1,2,379800,30384,0,37980,372204,379800,momo,paid,1,PROTEIN10,0,2,0,0,completed,1656.32,0,0,0
ORD-202601-013,2026-01-02T15:06:33.000Z,2026-01-02,5,22,1,69b2b29f2030f4fa2d6fea02,new,7,4392024,627432,-65,3,5,959500,76760,0,0,1036260,319833,momo,paid,0,,0,0,3,2,completed,1770.87,0,0,0
ORD-202601-014,2026-01-21T06:12:21.000Z,2026-01-21,3,13,1,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-56,2,3,629700,50376,0,0,680076,314850,card,paid,0,,0,2,1,0,completed,1323.77,0,0,0
ORD-202601-015,2026-01-07T14:36:05.000Z,2026-01-07,3,21,1,69b2b2932030f4fa2d6fe8c6,at_risk,13,7182852,552527,-69,3,4,594600,47568,0,59460,582708,198200,card,paid,1,HEALTHY20,1,1,0,2,completed,1651.37,0,0,0
ORD-202601-016,2026-01-17T01:33:14.000Z,2026-01-17,6,8,1,69b2b2922030f4fa2d6fe89f,new,5,3806948,761390,-60,3,3,549700,43976,0,0,593676,183233,bank_transfer,paid,0,,0,0,1,2,completed,1424.42,0,0,0
ORD-202601-017,2026-01-30T05:49:32.000Z,2026-01-30,5,12,1,69b266062929890d1d18ecb7,vip,106,64059766,604337,-47,1,1,169900,13592,25000,16990,191502,169900,bank_transfer,paid,1,VEGGIE25,1,0,0,0,completed,1108.15,0,0,0
ORD-202601-018,2026-01-23T05:51:28.000Z,2026-01-23,5,12,1,69b2b2962030f4fa2d6fe907,new,10,5102520,510252,-53,2,2,399800,31984,0,39980,391804,199900,cash,paid,1,VEGGIE25,0,2,0,0,completed,1276.12,0,0,0
ORD-202601-019,2026-01-15T10:01:18.000Z,2026-01-15,4,17,1,69b2b29e2030f4fa2d6fe9e7,regular,14,7386912,527637,-61,2,4,719600,57568,0,0,777168,359800,momo,paid,0,,2,2,0,0,completed,1463.95,0,0,0
ORD-202601-020,2026-01-03T08:16:00.000Z,2026-01-03,6,15,1,69b2b2942030f4fa2d6fe8e3,new,5,2982596,596519,-73,2,4,829600,66368,0,0,895968,414800,momo,paid,0,,2,0,2,0,completed,1753.71,0,0,0
ORD-202601-021,2026-01-24T01:36:10.000Z,2026-01-24,6,8,1,69b2b2932030f4fa2d6fe8c6,at_risk,13,7182852,552527,-53,3,4,594600,47568,0,0,642168,198200,bank_transfer,paid,0,,1,1,0,2,completed,1256.37,0,0,0
ORD-202601-022,2026-01-21T04:50:05.000Z,2026-01-21,3,11,1,69b2b28e2030f4fa2d6fe842,regular,20,10666520,533326,-56,2,2,449800,35984,0,0,485784,224900,bank_transfer,paid,0,,0,1,1,0,completed,1325.14,0,0,0
ORD-202601-023,2026-01-17T10:18:10.000Z,2026-01-17,6,17,1,69b2b29c2030f4fa2d6fe9b7,new,6,3750604,625101,-55,2,3,539700,43176,0,53970,528906,269850,card,paid,1,FLASH25,2,1,0,0,completed,1415.67,0,0,0
ORD-202601-024,2026-01-22T05:22:35.000Z,2026-01-22,4,12,1,69b2b2952030f4fa2d6fe8fb,new,9,5474520,608280,-49,3,4,989600,79168,0,0,1068768,329867,momo,paid,0,,0,1,3,0,completed,1300.6,0,0,0
ORD-202601-025,2026-01-01T13:57:36.000Z,2026-01-01,4,20,1,69b2b29a2030f4fa2d6fe98b,new,8,4912916,614115,-74,3,6,1209400,96752,0,0,1306152,403133,cash,paid,0,,2,2,2,0,completed,1796.02,0,0,0
ORD-202601-026,2026-01-22T03:52:41.000Z,2026-01-22,4,10,1,69b2b28f2030f4fa2d6fe85a,regular,13,7012856,539450,-55,2,2,399800,31984,0,39980,391804,199900,bank_transfer,paid,1,PROTEIN10,0,2,0,0,completed,1302.1,0,0,0
ORD-202601-027,2026-01-13T11:06:32.000Z,2026-01-13,2,18,1,69b2b28d2030f4fa2d6fe815,new,7,4090923,584418,-64,3,5,1199500,95960,0,119950,1175510,399833,bank_transfer,paid,1,FLASH25,0,0,5,0,completed,1510.87,0,0,0
ORD-202601-028,2026-01-19T14:46:39.000Z,2026-01-19,1,21,1,69b2b2952030f4fa2d6fe8f2,regular,8,4666716,583340,-63,2,4,759600,60768,0,0,820368,379800,bank_transfer,paid,0,,0,0,2,2,completed,1363.2,0,0,0
ORD-202601-029,2026-01-08T14:32:02.000Z,2026-01-08,4,21,1,69b2b28e2030f4fa2d6fe833,regular,14,9180030,655716,-83,3,5,1069500,85560,0,106950,1048110,356500,card,paid,1,FREESHIP,2,0,3,0,completed,1627.44,0,0,0
ORD-202601-030,2026-01-20T12:09:05.000Z,2026-01-20,2,19,1,69b2b28f2030f4fa2d6fe84b,at_risk,10,5586236,558624,-55,3,6,1199400,95952,0,0,1295352,399800,cash,paid,0,,0,2,2,2,completed,1341.82,0,0,0
ORD-202601-031,2026-01-09T12:34:56.000Z,2026-01-09,5,19,1,69b2b2992030f4fa2d6fe958,new,7,3715358,530765,-62,2,2,404800,32384,0,0,437184,202400,cash,paid,0,,0,1,1,0,completed,1605.39,0,0,0
ORD-202601-032,2026-01-17T15:48:29.000Z,2026-01-17,6,22,1,69b2b2922030f4fa2d6fe8ae,at_risk,5,2456904,491381,-57,2,2,409800,32784,0,0,442584,204900,card,paid,0,,1,0,1,0,completed,1410.17,0,0,0
ORD-202601-033,2026-01-25T01:13:55.000Z,2026-01-25,0,8,1,69b2b29a2030f4fa2d6fe97f,new,7,3544240,506320,-40,1,1,189900,15192,25000,0,230092,189900,cash,paid,0,,0,1,0,0,completed,1232.74,0,0,0
ORD-202601-034,2026-01-04T11:48:06.000Z,2026-01-04,0,18,1,69b2b29b2030f4fa2d6fe996,new,7,3669866,524267,-70,2,2,489800,39184,0,0,528984,244900,momo,paid,0,,0,1,1,0,completed,1726.17,0,0,0
ORD-202601-035,2026-01-22T01:40:38.000Z,2026-01-22,4,8,1,69b2b29f2030f4fa2d6fea17,new,6,2187052,364509,-55,2,2,379800,30384,0,0,410184,189900,card,paid,0,,1,1,0,0,completed,1304.3,0,0,0
ORD-202602-001,2026-02-26T09:13:07.000Z,2026-02-26,4,16,2,69b2b2962030f4fa2d6fe90a,regular,14,7803172,557369,-19,1,1,219900,17592,25000,0,262492,219900,momo,paid,0,,0,0,1,0,completed,456.76,0,0,0
ORD-202602-002,2026-02-27T14:29:42.000Z,2026-02-27,5,21,2,69b2b29d2030f4fa2d6fe9de,new,11,6191293,562845,-18,3,6,1029400,82352,0,0,1111752,343133,momo,paid,0,,4,2,0,0,completed,427.48,0,0,0
ORD-202602-003,2026-02-10T14:19:56.000Z,2026-02-10,2,21,2,69b2b29a2030f4fa2d6fe988,new,4,1687428,421857,-31,2,2,389800,31184,0,0,420984,194900,momo,paid,0,,0,2,0,0,completed,835.64,0,0,0
